product_id,product_category,date,cost_price,selling_price,competitor_price,units_sold,inventory,promotion,season,day_of_week,customer_rating,demand,revenue,profit
P-0064,Beauty,2023-01-09 04:15:47.709541908,49.12,77.48,85.52,33,252,0,Winter,Monday,4.91,33,2556.84,935.88
P-0002,Beauty,2023-01-09 07:46:04.632926585,57.26,79.26,76.19,27,81,0,Winter,Monday,3.95,27,2140.02,594.0
P-0046,Electronics,2023-01-09 11:16:21.556311262,153.85,229.34,234.94,8,151,0,Winter,Monday,3.48,8,1834.72,603.92
P-0031,Electronics,2023-01-09 14:46:38.479695939,233.51,346.4,332.72,16,16,0,Winter,Monday,4.94,16,5542.4,1806.24
P-0044,Grocery,2023-01-09 18:16:55.403080616,20.34,34.35,35.35,50,219,0,Winter,Monday,4.31,50,1717.5,700.5
P-0088,Beauty,2023-01-09 21:47:12.326465293,58.26,85.45,78.9,33,154,0,Winter,Monday,4.29,33,2819.85,897.27
P-0094,Beauty,2023-01-10 01:17:29.249849970,50.41,61.74,69.11,28,58,0,Winter,Tuesday,4.15,28,1728.72,317.24
P-0068,Grocery,2023-01-10 04:47:46.173234647,22.98,40.93,37.4,31,215,0,Winter,Tuesday,3.74,31,1268.83,556.45
P-0038,Grocery,2023-01-10 08:18:03.096619323,21.09,25.87,27.39,46,257,0,Winter,Tuesday,3.91,46,1190.02,219.88
P-0062,Beauty,2023-01-10 11:48:20.020004000,53.58,78.84,88.56,31,31,0,Winter,Tuesday,4.4,31,2444.04,783.06
P-0014,Beauty,2023-01-10 15:18:36.943388677,71.63,101.6,100.1,18,222,0,Winter,Tuesday,3.9,18,1828.8,539.46
P-0100,Home,2023-01-10 18:48:53.866773354,116.05,174.86,187.25,21,195,0,Winter,Tuesday,4.29,21,3672.06,1235.01
P-0088,Electronics,2023-01-10 22:19:10.790158031,221.91,380.18,383.94,20,101,0,Winter,Tuesday,4.11,20,7603.6,3165.4
P-0035,Home,2023-01-11 01:49:27.713542708,94.62,160.88,150.0,24,170,0,Winter,Wednesday,3.62,24,3861.12,1590.24
P-0003,Electronics,2023-01-11 05:19:44.636927385,238.37,348.65,325.85,16,207,0,Winter,Wednesday,4.83,16,5578.4,1764.48
P-0086,Home,2023-01-11 08:50:01.560312062,112.18,146.71,143.26,22,132,0,Winter,Wednesday,4.37,22,3227.62,759.66
P-0004,Sports,2023-01-11 12:20:18.483696739,69.38,98.57,88.43,16,178,0,Winter,Wednesday,4.25,16,1577.12,467.04
P-0011,Home,2023-01-11 15:50:35.407081416,93.82,120.8,121.86,26,26,1,Winter,Wednesday,4.35,26,3140.8,701.48
P-0001,Electronics,2023-01-11 19:20:52.330466093,148.78,207.62,233.42,22,241,0,Winter,Wednesday,3.29,22,4567.64,1294.48
P-0018,Home,2023-01-11 22:51:09.253850770,112.07,173.93,161.55,37,241,1,Winter,Wednesday,3.88,37,6435.41,2288.82
P-0092,Home,2023-01-12 02:21:26.177235447,126.39,163.19,174.89,16,66,0,Winter,Thursday,3.41,16,2611.04,588.8
P-0048,Grocery,2023-01-12 05:51:43.100620124,24.31,30.73,33.32,39,131,0,Winter,Thursday,4.16,39,1198.47,250.38
P-0017,Beauty,2023-01-12 09:22:00.024004801,36.3,57.67,64.31,23,73,0,Winter,Thursday,4.25,23,1326.41,491.51
P-0096,Grocery,2023-01-12 12:52:16.947389477,26.34,33.22,34.65,45,112,0,Winter,Thursday,4.16,45,1494.9,309.6
P-0042,Grocery,2023-01-12 16:22:33.870774154,20.53,27.89,29.1,41,82,0,Winter,Thursday,4.63,41,1143.49,301.76
P-0071,Home,2023-01-12 19:52:50.794158831,84.92,122.1,128.17,21,226,0,Winter,Thursday,3.43,21,2564.1,780.78
P-0055,Grocery,2023-01-12 23:23:07.717543508,26.41,33.76,33.02,39,185,0,Winter,Thursday,3.74,39,1316.64,286.65
P-0012,Electronics,2023-01-13 02:53:24.640928185,218.55,407.07,383.89,16,222,0,Winter,Friday,4.29,16,6513.12,3016.32
P-0072,Electronics,2023-01-13 06:23:41.564312862,193.6,279.08,252.55,15,209,0,Winter,Friday,4.22,15,4186.2,1282.2
P-0096,Electronics,2023-01-13 09:53:58.487697539,188.17,276.04,305.84,12,193,0,Winter,Friday,3.51,12,3312.48,1054.44
P-0098,Grocery,2023-01-13 13:24:15.411082216,24.48,35.79,39.07,47,55,0,Winter,Friday,4.64,47,1682.13,531.57
P-0077,Beauty,2023-01-13 16:54:32.334466893,51.4,89.0,87.12,48,218,1,Winter,Friday,4.79,48,4272.0,1804.8
P-0068,Electronics,2023-01-13 20:24:49.257851570,172.73,251.01,277.8,23,206,0,Winter,Friday,4.29,23,5773.23,1800.44
P-0074,Beauty,2023-01-13 23:55:06.181236247,52.07,84.42,87.12,18,45,0,Winter,Friday,3.42,18,1519.56,582.3
P-0097,Electronics,2023-01-14 03:25:23.104620924,221.41,337.87,328.06,13,36,0,Winter,Saturday,4.17,13,4392.31,1513.98
P-0056,Grocery,2023-01-14 06:55:40.028005601,23.32,37.8,35.42,48,201,0,Winter,Saturday,4.25,48,1814.4,695.04
P-0091,Beauty,2023-01-14 10:25:56.951390278,42.56,64.9,69.62,39,110,0,Winter,Saturday,3.98,39,2531.1,871.26
P-0040,Home,2023-01-14 13:56:13.874774955,110.03,178.87,171.94,37,95,1,Winter,Saturday,4.71,37,6618.19,2547.08
P-0032,Home,2023-01-14 17:26:30.798159632,53.37,84.59,81.73,30,112,0,Winter,Saturday,4.05,30,2537.7,936.6
P-0011,Grocery,2023-01-14 20:56:47.721544309,22.29,33.0,30.38,42,227,0,Winter,Saturday,5.0,42,1386.0,449.82
P-0047,Home,2023-01-15 00:27:04.644928985,85.57,113.79,119.11,36,104,0,Winter,Sunday,4.45,36,4096.44,1015.92
P-0062,Electronics,2023-01-15 03:57:21.568313662,214.98,329.78,311.11,16,105,0,Winter,Sunday,4.22,16,5276.48,1836.8
P-0041,Electronics,2023-01-15 07:27:38.491698339,228.87,304.63,287.26,13,112,0,Winter,Sunday,4.51,13,3960.19,984.88
P-0013,Sports,2023-01-15 10:57:55.415083016,94.42,130.96,139.7,28,28,1,Winter,Sunday,4.79,28,3666.88,1023.12
P-0045,Sports,2023-01-15 14:28:12.338467693,70.88,91.29,88.71,18,24,0,Winter,Sunday,4.5,18,1643.22,367.38
P-0059,Grocery,2023-01-15 17:58:29.261852370,26.25,42.69,40.97,48,116,0,Winter,Sunday,4.07,48,2049.12,789.12
P-0012,Home,2023-01-15 21:28:46.185237047,97.98,151.73,160.41,15,19,0,Winter,Sunday,3.8,15,2275.95,806.25
P-0054,Sports,2023-01-16 00:59:03.108621724,58.09,89.52,90.57,24,200,0,Winter,Monday,3.6,24,2148.48,754.32
P-0039,Grocery,2023-01-16 04:29:20.032006401,31.3,50.27,51.06,35,118,0,Winter,Monday,3.0,35,1759.45,663.95
P-0060,Grocery,2023-01-16 07:59:36.955391078,18.48,24.62,23.1,38,137,0,Winter,Monday,4.18,38,935.56,233.32
P-0001,Beauty,2023-01-16 11:29:53.878775755,58.69,66.26,75.28,28,97,0,Winter,Monday,3.93,28,1855.28,211.96
P-0083,Home,2023-01-16 15:00:10.802160432,100.93,164.98,164.94,12,202,0,Winter,Monday,3.95,12,1979.76,768.6
P-0040,Electronics,2023-01-16 18:30:27.725545109,219.26,342.8,370.9,15,119,0,Winter,Monday,4.56,15,5142.0,1853.1
P-0042,Sports,2023-01-16 22:00:44.648929786,73.67,125.44,121.17,18,23,0,Winter,Monday,4.05,18,2257.92,931.86
P-0012,Beauty,2023-01-17 01:31:01.572314463,62.28,104.91,100.56,34,134,0,Winter,Tuesday,4.95,34,3566.94,1449.42
P-0044,Electronics,2023-01-17 05:01:18.495699139,157.57,258.34,258.27,13,58,0,Winter,Tuesday,3.84,13,3358.42,1310.01
P-0040,Home,2023-01-17 08:31:35.419083816,94.0,157.31,155.74,32,160,1,Winter,Tuesday,3.66,32,5033.92,2025.92
P-0006,Beauty,2023-01-17 12:01:52.342468493,50.04,78.83,82.49,25,153,0,Winter,Tuesday,3.53,25,1970.75,719.75
P-0058,Electronics,2023-01-17 15:32:09.265853170,187.24,296.16,310.05,15,131,0,Winter,Tuesday,4.43,15,4442.4,1633.8
P-0029,Sports,2023-01-17 19:02:26.189237847,85.49,116.83,110.34,44,109,1,Winter,Tuesday,4.62,44,5140.52,1378.96
P-0036,Grocery,2023-01-17 22:32:43.112622524,28.14,32.95,36.15,40,161,0,Winter,Tuesday,3.83,40,1318.0,192.4
P-0009,Grocery,2023-01-18 02:03:00.036007201,22.68,34.99,32.85,43,181,1,Winter,Wednesday,3.62,43,1504.57,529.33
P-0065,Home,2023-01-18 05:33:16.959391878,106.87,170.72,164.6,18,230,0,Winter,Wednesday,4.79,18,3072.96,1149.3
P-0015,Grocery,2023-01-18 09:03:33.882776555,24.19,44.11,40.38,45,250,1,Winter,Wednesday,3.45,45,1984.95,896.4
P-0060,Beauty,2023-01-18 12:33:50.806161232,47.14,63.71,67.6,28,35,0,Winter,Wednesday,4.55,28,1783.88,463.96
P-0043,Grocery,2023-01-18 16:04:07.729545909,23.01,32.29,32.24,36,176,0,Winter,Wednesday,3.84,36,1162.44,334.08
P-0075,Electronics,2023-01-18 19:34:24.652930586,199.94,298.7,335.86,33,35,1,Winter,Wednesday,4.28,33,9857.1,3259.08
P-0041,Home,2023-01-18 23:04:41.576315263,84.41,128.68,117.09,24,117,0,Winter,Wednesday,4.58,24,3088.32,1062.48
P-0066,Electronics,2023-01-19 02:34:58.499699940,224.4,397.88,381.81,18,196,0,Winter,Thursday,4.31,18,7161.84,3122.64
P-0094,Beauty,2023-01-19 06:05:15.423084617,57.06,79.15,76.88,23,147,0,Winter,Thursday,3.97,23,1820.45,508.07
P-0026,Home,2023-01-19 09:35:32.346469294,70.82,108.26,102.53,23,212,0,Winter,Thursday,4.73,23,2489.98,861.12
P-0012,Electronics,2023-01-19 13:05:49.269853970,154.51,215.46,227.22,23,238,0,Winter,Thursday,4.23,23,4955.58,1401.85
P-0061,Electronics,2023-01-19 16:36:06.193238647,224.27,325.19,317.28,16,253,0,Winter,Thursday,5.0,16,5203.04,1614.72
P-0015,Beauty,2023-01-19 20:06:23.116623324,47.83,64.2,59.88,19,179,0,Winter,Thursday,3.33,19,1219.8,311.03
P-0022,Electronics,2023-01-19 23:36:40.040008001,220.15,273.84,303.7,27,179,1,Winter,Thursday,3.33,27,7393.68,1449.63
P-0076,Sports,2023-01-20 03:06:56.963392678,90.0,143.44,129.21,40,211,1,Winter,Friday,4.55,40,5737.6,2137.6
P-0069,Beauty,2023-01-20 06:37:13.886777355,43.82,68.19,62.33,40,72,1,Winter,Friday,4.09,40,2727.6,974.8
P-0003,Home,2023-01-20 10:07:30.810162032,73.54,137.45,123.7,25,88,0,Winter,Friday,4.46,25,3436.25,1597.75
P-0059,Beauty,2023-01-20 13:37:47.733546709,69.73,95.56,88.98,24,98,0,Winter,Friday,3.61,24,2293.44,619.92
P-0066,Electronics,2023-01-20 17:08:04.656931386,221.81,308.68,324.71,18,197,0,Winter,Friday,4.12,18,5556.24,1563.66
P-0033,Sports,2023-01-20 20:38:21.580316063,74.63,96.69,94.83,26,101,0,Winter,Friday,4.31,26,2513.94,573.56
P-0075,Beauty,2023-01-21 00:08:38.503700740,46.78,74.91,82.42,40,49,0,Winter,Saturday,3.86,40,2996.4,1125.2
P-0073,Grocery,2023-01-21 03:38:55.427085417,22.04,39.39,37.13,59,210,1,Winter,Saturday,4.2,59,2324.01,1023.65
P-0063,Electronics,2023-01-21 07:09:12.350470094,170.0,279.03,304.33,19,198,0,Winter,Saturday,3.49,19,5301.57,2071.57
P-0026,Beauty,2023-01-21 10:39:29.273854771,62.77,119.55,109.88,20,160,0,Winter,Saturday,4.28,20,2391.0,1135.6
P-0029,Beauty,2023-01-21 14:09:46.197239448,48.16,64.3,68.57,27,230,0,Winter,Saturday,4.75,27,1736.1,435.78
P-0055,Sports,2023-01-21 17:40:03.120624124,94.0,140.76,153.25,20,209,0,Winter,Saturday,3.54,20,2815.2,935.2
P-0011,Beauty,2023-01-21 21:10:20.044008801,51.47,65.5,73.02,36,235,0,Winter,Saturday,3.52,36,2358.0,505.08
P-0042,Beauty,2023-01-22 00:40:36.967393478,45.82,83.7,79.66,25,78,0,Winter,Sunday,4.64,25,2092.5,947.0
P-0100,Home,2023-01-22 04:10:53.890778155,88.52,120.81,130.65,32,43,1,Winter,Sunday,3.51,32,3865.92,1033.28
P-0065,Home,2023-01-22 07:41:10.814162832,55.11,74.45,80.28,35,98,0,Winter,Sunday,4.48,35,2605.75,676.9
P-0086,Beauty,2023-01-22 11:11:27.737547509,53.94,87.05,94.54,33,218,0,Winter,Sunday,4.12,33,2872.65,1092.63
P-0033,Home,2023-01-22 14:41:44.660932186,92.41,150.67,158.04,32,241,0,Winter,Sunday,3.91,32,4821.44,1864.32
P-0074,Electronics,2023-01-22 18:12:01.584316863,237.71,468.33,423.49,25,41,1,Winter,Sunday,4.76,25,11708.25,5765.5
P-0074,Grocery,2023-01-22 21:42:18.507701540,16.76,21.49,21.56,59,224,1,Winter,Sunday,4.52,59,1267.91,279.07
P-0019,Sports,2023-01-23 01:12:35.431086217,94.87,123.75,131.28,17,132,0,Winter,Monday,4.23,17,2103.75,490.96
P-0023,Electronics,2023-01-23 04:42:52.354470894,237.57,309.67,336.27,18,215,0,Winter,Monday,3.13,18,5574.06,1297.8
P-0044,Beauty,2023-01-23 08:13:09.277855571,66.02,86.62,97.93,28,182,0,Winter,Monday,4.42,28,2425.36,576.8
P-0064,Electronics,2023-01-23 11:43:26.201240248,208.23,304.28,314.47,29,29,1,Winter,Monday,3.62,29,8824.12,2785.45
P-0071,Grocery,2023-01-23 15:13:43.124624925,27.89,35.65,39.33,48,133,1,Winter,Monday,4.0,48,1711.2,372.48
P-0098,Home,2023-01-23 18:44:00.048009602,72.64,108.49,122.38,31,36,0,Winter,Monday,4.1,31,3363.19,1111.35
P-0011,Grocery,2023-01-23 22:14:16.971394279,26.74,33.21,36.71,45,98,0,Winter,Monday,4.95,45,1494.45,291.15
P-0065,Grocery,2023-01-24 01:44:33.894778955,21.04,32.86,34.36,41,200,0,Winter,Tuesday,3.99,41,1347.26,484.62
P-0096,Grocery,2023-01-24 05:14:50.818163632,17.66,32.18,30.35,37,182,0,Winter,Tuesday,3.46,37,1190.66,537.24
P-0017,Electronics,2023-01-24 08:45:07.741548309,172.23,244.15,272.47,26,187,0,Winter,Tuesday,4.76,26,6347.9,1869.92
P-0096,Sports,2023-01-24 12:15:24.664932986,80.07,120.64,115.68,25,176,0,Winter,Tuesday,4.43,25,3016.0,1014.25
P-0085,Home,2023-01-24 15:45:41.588317663,82.47,114.84,111.61,18,18,0,Winter,Tuesday,4.44,18,2067.12,582.66
P-0016,Electronics,2023-01-24 19:15:58.511702340,222.64,321.77,294.75,15,157,0,Winter,Tuesday,4.77,15,4826.55,1486.95
P-0022,Beauty,2023-01-24 22:46:15.435087017,39.09,59.94,64.86,33,133,0,Winter,Tuesday,4.88,33,1978.02,688.05
P-0020,Home,2023-01-25 02:16:32.358471694,62.67,101.18,94.51,24,144,0,Winter,Wednesday,3.7,24,2428.32,924.24
P-0010,Grocery,2023-01-25 05:46:49.281856371,29.27,40.6,37.33,40,67,0,Winter,Wednesday,3.47,40,1624.0,453.2
P-0037,Grocery,2023-01-25 09:17:06.205241048,27.47,54.83,49.2,32,187,0,Winter,Wednesday,4.48,32,1754.56,875.52
P-0045,Home,2023-01-25 12:47:23.128625725,79.05,137.48,128.0,20,163,0,Winter,Wednesday,3.98,20,2749.6,1168.6
P-0046,Sports,2023-01-25 16:17:40.052010402,79.96,124.7,137.08,25,113,0,Winter,Wednesday,4.02,25,3117.5,1118.5
P-0084,Home,2023-01-25 19:47:56.975395079,110.5,182.44,164.76,28,28,1,Winter,Wednesday,3.6,28,5108.32,2014.32
P-0045,Beauty,2023-01-25 23:18:13.898779756,58.69,112.08,104.2,26,31,0,Winter,Wednesday,4.36,26,2914.08,1388.14
P-0020,Home,2023-01-26 02:48:30.822164433,97.25,123.1,132.23,25,102,0,Winter,Thursday,4.28,25,3077.5,646.25
P-0069,Sports,2023-01-26 06:18:47.745549109,94.02,116.89,127.1,22,146,0,Winter,Thursday,4.03,22,2571.58,503.14
P-0065,Electronics,2023-01-26 09:49:04.668933786,185.45,356.41,322.62,8,259,0,Winter,Thursday,3.48,8,2851.28,1367.68
P-0048,Electronics,2023-01-26 13:19:21.592318463,211.05,336.97,367.32,25,192,0,Winter,Thursday,4.64,25,8424.25,3148.0
P-0065,Home,2023-01-26 16:49:38.515703140,94.73,154.01,144.41,24,133,0,Winter,Thursday,4.22,24,3696.24,1422.72
P-0019,Sports,2023-01-26 20:19:55.439087817,76.51,98.64,100.93,21,88,0,Winter,Thursday,4.6,21,2071.44,464.73
P-0078,Sports,2023-01-26 23:50:12.362472494,75.01,112.06,106.35,17,56,0,Winter,Thursday,3.15,17,1905.02,629.85
P-0027,Grocery,2023-01-27 03:20:29.285857171,24.28,36.46,40.42,42,49,1,Winter,Friday,4.13,42,1531.32,511.56
P-0005,Sports,2023-01-27 06:50:46.209241848,80.44,145.43,137.98,19,32,0,Winter,Friday,3.78,19,2763.17,1234.81
P-0042,Sports,2023-01-27 10:21:03.132626525,66.58,96.23,95.96,22,238,0,Winter,Friday,4.12,22,2117.06,652.3
P-0025,Beauty,2023-01-27 13:51:20.056011202,62.06,87.33,79.67,18,18,0,Winter,Friday,4.52,18,1571.94,454.86
P-0052,Home,2023-01-27 17:21:36.979395879,80.16,119.86,129.55,26,226,0,Winter,Friday,4.27,26,3116.36,1032.2
P-0047,Grocery,2023-01-27 20:51:53.902780556,23.16,34.77,38.37,64,157,1,Winter,Friday,4.11,64,2225.28,743.04
P-0093,Grocery,2023-01-28 00:22:10.826165233,22.87,31.45,33.92,43,166,0,Winter,Saturday,4.11,43,1352.35,368.94
P-0042,Home,2023-01-28 03:52:27.749549910,100.44,141.8,157.76,24,249,0,Winter,Saturday,3.4,24,3403.2,992.64
P-0010,Electronics,2023-01-28 07:22:44.672934587,138.8,277.56,248.88,9,207,0,Winter,Saturday,3.69,9,2498.04,1248.84
P-0052,Grocery,2023-01-28 10:53:01.596319264,27.42,34.53,37.97,38,51,0,Winter,Saturday,4.6,38,1312.14,270.18
P-0081,Home,2023-01-28 14:23:18.519703941,84.71,123.06,132.58,27,252,0,Winter,Saturday,3.87,27,3322.62,1035.45
P-0027,Sports,2023-01-28 17:53:35.443088618,95.62,162.93,151.66,16,58,0,Winter,Saturday,4.61,16,2606.88,1076.96
P-0032,Home,2023-01-28 21:23:52.366473294,87.73,127.88,136.16,53,154,1,Winter,Saturday,4.47,53,6777.64,2127.95
P-0019,Electronics,2023-01-29 00:54:09.289857971,208.36,336.05,360.05,19,171,0,Winter,Sunday,4.5,19,6384.95,2426.11
P-0073,Grocery,2023-01-29 04:24:26.213242648,31.35,51.67,49.62,34,74,0,Winter,Sunday,4.25,34,1756.78,690.88
P-0017,Electronics,2023-01-29 07:54:43.136627325,200.68,299.45,306.91,31,169,1,Winter,Sunday,3.9,31,9282.95,3061.87
P-0026,Electronics,2023-01-29 11:25:00.060012002,251.63,358.26,331.56,34,171,1,Winter,Sunday,4.03,34,12180.84,3625.42
P-0009,Beauty,2023-01-29 14:55:16.983396679,55.34,93.59,90.58,25,255,0,Winter,Sunday,4.39,25,2339.75,956.25
P-0039,Sports,2023-01-29 18:25:33.906781356,85.32,107.11,112.85,23,239,0,Winter,Sunday,3.14,23,2463.53,501.17
P-0087,Electronics,2023-01-29 21:55:50.830166033,212.35,274.85,268.54,36,112,1,Winter,Sunday,4.66,36,9894.6,2250.0
P-0045,Home,2023-01-30 01:26:07.753550710,107.89,178.26,163.85,14,184,0,Winter,Monday,3.87,14,2495.64,985.18
P-0012,Grocery,2023-01-30 04:56:24.676935387,21.37,32.35,33.44,40,216,0,Winter,Monday,4.06,40,1294.0,439.2
