product_id,product_category,date,cost_price,selling_price,competitor_price,units_sold,inventory,promotion,season,day_of_week,customer_rating,demand,revenue,profit
HOUSEHOLD_1_445,HOUSEHOLD,2015-12-23,1.2805,1.97,2.0291,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_1_495,HOUSEHOLD,2015-12-23,2.431,3.74,3.8522000000000003,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_2_004,HOUSEHOLD,2015-12-23,3.6855,5.67,5.8401000000000005,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_2_054,HOUSEHOLD,2015-12-23,3.1655,4.87,5.016100000000001,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_2_104,HOUSEHOLD,2015-12-23,3.2305,4.97,5.1190999999999995,1,100,0,Autumn,Wednesday,4.1,1,4.97,1.7394999999999996
HOUSEHOLD_2_154,HOUSEHOLD,2015-12-23,1.222,1.88,1.9364,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_2_205,HOUSEHOLD,2015-12-23,3.796,5.84,6.0152,1,100,0,Autumn,Wednesday,4.1,1,5.84,2.044
HOUSEHOLD_2_255,HOUSEHOLD,2015-12-23,6.480500000000001,9.97,10.269100000000002,1,100,0,Autumn,Wednesday,4.1,1,9.97,3.4894999999999996
HOUSEHOLD_2_305,HOUSEHOLD,2015-12-23,3.5555,5.47,5.6341,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_2_355,HOUSEHOLD,2015-12-23,7.585500000000001,11.67,12.020100000000001,1,100,0,Autumn,Wednesday,4.1,1,11.67,4.084499999999999
HOUSEHOLD_2_405,HOUSEHOLD,2015-12-23,3.666,5.64,5.8092,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_2_455,HOUSEHOLD,2015-12-23,5.031000000000001,7.74,7.972200000000001,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_2_505,HOUSEHOLD,2015-12-23,3.2305,4.97,5.1190999999999995,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_1_040,FOODS,2015-12-23,1.157,1.78,1.8334000000000001,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_1_090,FOODS,2015-12-23,2.301,3.54,3.6462000000000003,1,100,0,Autumn,Wednesday,4.1,1,3.54,1.2389999999999999
FOODS_1_141,FOODS,2015-12-23,2.301,3.54,3.6462000000000003,2,100,0,Autumn,Wednesday,4.1,2,7.08,2.4779999999999998
FOODS_1_192,FOODS,2015-12-23,1.4560000000000002,2.24,2.3072000000000004,3,100,0,Autumn,Wednesday,4.1,3,6.720000000000001,2.3520000000000003
FOODS_2_023,FOODS,2015-12-23,0.8320000000000001,1.28,1.3184,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_2_073,FOODS,2015-12-23,3.8870000000000005,5.98,6.159400000000001,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_2_124,FOODS,2015-12-23,1.833,2.82,2.9046,1,100,0,Autumn,Wednesday,4.1,1,2.82,0.9869999999999999
FOODS_2_174,FOODS,2015-12-23,1.833,2.82,2.9046,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_2_224,FOODS,2015-12-23,3.5360000000000005,5.44,5.6032,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_2_274,FOODS,2015-12-23,4.537000000000001,6.98,7.189400000000001,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_2_324,FOODS,2015-12-23,1.625,2.5,2.575,1,100,0,Autumn,Wednesday,4.1,1,2.5,0.875
FOODS_2_374,FOODS,2015-12-23,1.3,2.0,2.06,4,100,0,Autumn,Wednesday,4.1,4,8.0,2.8
FOODS_3_025,FOODS,2015-12-23,1.8719999999999999,2.88,2.9664,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_3_076,FOODS,2015-12-23,0.65,1.0,1.03,5,100,0,Autumn,Wednesday,4.1,5,5.0,1.75
FOODS_3_126,FOODS,2015-12-23,2.457,3.78,3.8933999999999997,4,100,0,Autumn,Wednesday,4.1,4,15.12,5.292
FOODS_3_176,FOODS,2015-12-23,0.9750000000000001,1.5,1.545,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_3_226,FOODS,2015-12-23,1.092,1.68,1.7304,5,100,0,Autumn,Wednesday,4.1,5,8.4,2.9399999999999995
FOODS_3_276,FOODS,2015-12-23,2.9120000000000004,4.48,4.614400000000001,2,100,0,Autumn,Wednesday,4.1,2,8.96,3.136
FOODS_3_326,FOODS,2015-12-23,0.962,1.48,1.5244,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_3_376,FOODS,2015-12-23,0.65,1.0,1.03,2,100,0,Autumn,Wednesday,4.1,2,2.0,0.7
FOODS_3_426,FOODS,2015-12-23,1.937,2.98,3.0694,1,100,0,Autumn,Wednesday,4.1,1,2.98,1.043
FOODS_3_476,FOODS,2015-12-23,3.8870000000000005,5.98,6.159400000000001,4,100,0,Autumn,Wednesday,4.1,4,23.92,8.372
FOODS_3_526,FOODS,2015-12-23,1.287,1.98,2.0394,4,100,0,Autumn,Wednesday,4.1,4,7.92,2.7720000000000002
FOODS_3_576,FOODS,2015-12-23,1.625,2.5,2.575,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_3_626,FOODS,2015-12-23,2.587,3.98,4.0994,2,100,0,Autumn,Wednesday,4.1,2,7.96,2.7859999999999996
FOODS_3_676,FOODS,2015-12-23,4.862,7.48,7.704400000000001,5,100,0,Autumn,Wednesday,4.1,5,37.400000000000006,13.090000000000002
FOODS_3_727,FOODS,2015-12-23,2.9120000000000004,4.48,4.614400000000001,4,100,0,Autumn,Wednesday,4.1,4,17.92,6.272
FOODS_3_779,FOODS,2015-12-23,1.612,2.48,2.5544000000000002,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOBBIES_1_002,HOBBIES,2015-12-23,2.5805000000000002,3.97,4.0891,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOBBIES_1_052,HOBBIES,2015-12-23,3.822,5.88,6.0564,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOBBIES_1_106,HOBBIES,2015-12-23,1.6704999999999999,2.57,2.6471,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOBBIES_1_156,HOBBIES,2015-12-23,1.222,1.88,1.9364,1,100,0,Autumn,Wednesday,4.1,1,1.88,0.6579999999999999
HOBBIES_1_208,HOBBIES,2015-12-23,2.1060000000000003,3.24,3.3372,1,100,0,Autumn,Wednesday,4.1,1,3.24,1.134
HOBBIES_1_259,HOBBIES,2015-12-23,0.6305,0.97,0.9991,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOBBIES_1_310,HOBBIES,2015-12-23,3.718,5.72,5.8915999999999995,1,100,0,Autumn,Wednesday,4.1,1,5.72,2.002
HOBBIES_1_360,HOBBIES,2015-12-23,9.711,14.94,15.3882,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOBBIES_1_410,HOBBIES,2015-12-23,18.824,28.96,29.8288,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOBBIES_2_036,HOBBIES,2015-12-23,0.5720000000000001,0.88,0.9064,2,100,0,Autumn,Wednesday,4.1,2,1.76,0.6159999999999999
HOBBIES_2_086,HOBBIES,2015-12-23,0.6305,0.97,0.9991,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOBBIES_2_136,HOBBIES,2015-12-23,1.8719999999999999,2.88,2.9664,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_1_038,HOUSEHOLD,2015-12-23,3.393,5.22,5.3766,2,100,0,Autumn,Wednesday,4.1,2,10.44,3.654
HOUSEHOLD_1_090,HOUSEHOLD,2015-12-23,1.924,2.96,3.0488,3,100,0,Autumn,Wednesday,4.1,3,8.879999999999999,3.108
HOUSEHOLD_1_141,HOUSEHOLD,2015-12-23,1.1505,1.77,1.8231000000000002,2,100,0,Autumn,Wednesday,4.1,2,3.54,1.2389999999999999
HOUSEHOLD_1_191,HOUSEHOLD,2015-12-23,1.924,2.96,3.0488,6,100,0,Autumn,Wednesday,4.1,6,17.759999999999998,6.216
HOUSEHOLD_1_242,HOUSEHOLD,2015-12-23,3.172,4.88,5.0264,1,100,0,Autumn,Wednesday,4.1,1,4.88,1.7079999999999997
HOUSEHOLD_1_293,HOUSEHOLD,2015-12-23,8.105500000000001,12.47,12.844100000000001,2,100,0,Autumn,Wednesday,4.1,2,24.94,8.729
HOUSEHOLD_1_343,HOUSEHOLD,2015-12-23,3.2305,4.97,5.1190999999999995,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_1_396,HOUSEHOLD,2015-12-23,2.5805000000000002,3.97,4.0891,3,100,0,Autumn,Wednesday,4.1,3,11.91,4.1685
HOUSEHOLD_1_446,HOUSEHOLD,2015-12-23,2.5545,3.93,4.0479,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_1_496,HOUSEHOLD,2015-12-23,5.1545,7.93,8.1679,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_2_005,HOUSEHOLD,2015-12-23,3.5555,5.47,5.6341,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_2_055,HOUSEHOLD,2015-12-23,5.830500000000001,8.97,9.2391,1,100,0,Autumn,Wednesday,4.1,1,8.97,3.1395
HOUSEHOLD_2_105,HOUSEHOLD,2015-12-23,3.2305,4.97,5.1190999999999995,1,100,0,Autumn,Wednesday,4.1,1,4.97,1.7394999999999996
HOUSEHOLD_2_155,HOUSEHOLD,2015-12-23,4.4005,6.77,6.9731,3,100,0,Autumn,Wednesday,4.1,3,20.31,7.1084999999999985
HOUSEHOLD_2_206,HOUSEHOLD,2015-12-23,1.8655000000000002,2.87,2.9561,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_2_256,HOUSEHOLD,2015-12-23,3.861,5.94,6.118200000000001,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_2_306,HOUSEHOLD,2015-12-23,2.574,3.96,4.0788,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_2_356,HOUSEHOLD,2015-12-23,6.422000000000001,9.88,10.176400000000001,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_2_406,HOUSEHOLD,2015-12-23,8.099,12.46,12.833800000000002,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_2_456,HOUSEHOLD,2015-12-23,5.7589999999999995,8.86,9.1258,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_2_506,HOUSEHOLD,2015-12-23,4.5305,6.97,7.1791,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_1_041,FOODS,2015-12-23,1.4560000000000002,2.24,2.3072000000000004,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_1_091,FOODS,2015-12-23,1.4560000000000002,2.24,2.3072000000000004,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_1_142,FOODS,2015-12-23,0.9750000000000001,1.5,1.545,9,100,0,Autumn,Wednesday,4.1,9,13.5,4.725
FOODS_1_193,FOODS,2015-12-23,3.1785,4.89,5.0367,2,100,0,Autumn,Wednesday,4.1,2,9.78,3.422999999999999
FOODS_2_024,FOODS,2015-12-23,1.625,2.5,2.575,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_2_074,FOODS,2015-12-23,1.6704999999999999,2.57,2.6471,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_2_125,FOODS,2015-12-23,1.7355,2.67,2.7501,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_2_175,FOODS,2015-12-23,1.612,2.48,2.5544000000000002,6,100,0,Autumn,Wednesday,4.1,6,14.879999999999999,5.207999999999999
FOODS_2_225,FOODS,2015-12-23,1.625,2.5,2.575,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_2_275,FOODS,2015-12-23,1.612,2.48,2.5544000000000002,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_2_325,FOODS,2015-12-23,0.8125,1.25,1.2875,7,100,0,Autumn,Wednesday,4.1,7,8.75,3.0625
FOODS_2_375,FOODS,2015-12-23,3.2370000000000005,4.98,5.1294,1,100,0,Autumn,Wednesday,4.1,1,4.98,1.7429999999999999
FOODS_3_026,FOODS,2015-12-23,1.287,1.98,2.0394,1,100,0,Autumn,Wednesday,4.1,1,1.98,0.6930000000000001
FOODS_3_077,FOODS,2015-12-23,1.625,2.5,2.575,8,100,0,Autumn,Wednesday,4.1,8,20.0,7.0
FOODS_3_127,FOODS,2015-12-23,2.457,3.78,3.8933999999999997,9,100,0,Autumn,Wednesday,4.1,9,34.019999999999996,11.907
FOODS_3_177,FOODS,2015-12-23,1.8719999999999999,2.88,2.9664,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_3_227,FOODS,2015-12-23,1.7420000000000002,2.68,2.7604,5,100,0,Autumn,Wednesday,4.1,5,13.4,4.6899999999999995
FOODS_3_277,FOODS,2015-12-23,1.287,1.98,2.0394,3,100,0,Autumn,Wednesday,4.1,3,5.9399999999999995,2.079
FOODS_3_327,FOODS,2015-12-23,2.132,3.28,3.3784,2,100,0,Autumn,Wednesday,4.1,2,6.56,2.2959999999999994
FOODS_3_377,FOODS,2015-12-23,1.092,1.68,1.7304,13,100,0,Autumn,Wednesday,4.1,13,21.84,7.643999999999998
FOODS_3_427,FOODS,2015-12-23,1.612,2.48,2.5544000000000002,1,100,0,Autumn,Wednesday,4.1,1,2.48,0.8679999999999999
FOODS_3_477,FOODS,2015-12-23,1.092,1.68,1.7304,7,100,0,Autumn,Wednesday,4.1,7,11.76,4.115999999999999
FOODS_3_527,FOODS,2015-12-23,3.2370000000000005,4.98,5.1294,1,100,0,Autumn,Wednesday,4.1,1,4.98,1.7429999999999999
FOODS_3_577,FOODS,2015-12-23,2.2295000000000003,3.43,3.5329,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_3_627,FOODS,2015-12-23,1.8719999999999999,2.88,2.9664,1,100,0,Autumn,Wednesday,4.1,1,2.88,1.008
FOODS_3_677,FOODS,2015-12-23,2.587,3.98,4.0994,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_3_729,FOODS,2015-12-23,2.587,3.98,4.0994,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_3_780,FOODS,2015-12-23,1.937,2.98,3.0694,1,100,0,Autumn,Wednesday,4.1,1,2.98,1.043
HOBBIES_1_003,HOBBIES,2015-12-23,1.9305,2.97,3.0591000000000004,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOBBIES_1_053,HOBBIES,2015-12-23,2.5805000000000002,3.97,4.0891,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOBBIES_1_107,HOBBIES,2015-12-23,2.587,3.98,4.0994,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOBBIES_1_157,HOBBIES,2015-12-23,7.332,11.28,11.6184,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOBBIES_1_209,HOBBIES,2015-12-23,0.45499999999999996,0.7,0.721,1,100,0,Autumn,Wednesday,4.1,1,0.7,0.245
HOBBIES_1_260,HOBBIES,2015-12-23,8.372000000000002,12.88,13.2664,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOBBIES_1_311,HOBBIES,2015-12-23,11.687000000000001,17.98,18.5194,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOBBIES_1_361,HOBBIES,2015-12-23,19.474,29.96,30.858800000000002,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOBBIES_1_411,HOBBIES,2015-12-23,0.8710000000000001,1.34,1.3802,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOBBIES_2_037,HOBBIES,2015-12-23,0.6305,0.97,0.9991,1,100,0,Autumn,Wednesday,4.1,1,0.97,0.3395
HOBBIES_2_087,HOBBIES,2015-12-23,0.6305,0.97,0.9991,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOBBIES_2_137,HOBBIES,2015-12-23,1.9305,2.97,3.0591000000000004,1,100,0,Autumn,Wednesday,4.1,1,2.97,1.0395
HOUSEHOLD_1_039,HOUSEHOLD,2015-12-23,1.9305,2.97,3.0591000000000004,2,100,0,Autumn,Wednesday,4.1,2,5.94,2.079
HOUSEHOLD_1_091,HOUSEHOLD,2015-12-23,4.5305,6.97,7.1791,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_1_142,HOUSEHOLD,2015-12-23,4.0755,6.27,6.4581,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_1_192,HOUSEHOLD,2015-12-23,2.353,3.62,3.7286,1,100,0,Autumn,Wednesday,4.1,1,3.62,1.267
HOUSEHOLD_1_243,HOUSEHOLD,2015-12-23,1.2805,1.97,2.0291,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_1_294,HOUSEHOLD,2015-12-23,1.2805,1.97,2.0291,5,100,0,Autumn,Wednesday,4.1,5,9.85,3.4475
HOUSEHOLD_1_344,HOUSEHOLD,2015-12-23,5.1545,7.93,8.1679,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_1_397,HOUSEHOLD,2015-12-23,1.8005,2.77,2.8531,4,100,0,Autumn,Wednesday,4.1,4,11.08,3.878
HOUSEHOLD_1_447,HOUSEHOLD,2015-12-23,0.6305,0.97,0.9991,12,100,0,Autumn,Wednesday,4.1,12,11.64,4.074
HOUSEHOLD_1_497,HOUSEHOLD,2015-12-23,10.218,15.72,16.1916,4,100,0,Autumn,Wednesday,4.1,4,62.88,22.008000000000003
HOUSEHOLD_2_006,HOUSEHOLD,2015-12-23,2.236,3.44,3.5432,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_2_056,HOUSEHOLD,2015-12-23,3.8805,5.97,6.1491,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_2_106,HOUSEHOLD,2015-12-23,5.486,8.44,8.6932,1,100,0,Autumn,Wednesday,4.1,1,8.44,2.9539999999999997
HOUSEHOLD_2_156,HOUSEHOLD,2015-12-23,4.8295,7.43,7.6529,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_2_207,HOUSEHOLD,2015-12-23,4.849,7.46,7.6838,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_2_257,HOUSEHOLD,2015-12-23,3.7245000000000004,5.73,5.9019,2,100,0,Autumn,Wednesday,4.1,2,11.46,4.011
HOUSEHOLD_2_307,HOUSEHOLD,2015-12-23,3.8870000000000005,5.98,6.159400000000001,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_2_357,HOUSEHOLD,2015-12-23,5.1805,7.97,8.2091,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_2_407,HOUSEHOLD,2015-12-23,3.2110000000000003,4.94,5.0882000000000005,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOUSEHOLD_2_457,HOUSEHOLD,2015-12-23,4.2055,6.47,6.6641,2,100,0,Autumn,Wednesday,4.1,2,12.94,4.529
HOUSEHOLD_2_507,HOUSEHOLD,2015-12-23,4.5305,6.97,7.1791,3,100,0,Autumn,Wednesday,4.1,3,20.91,7.318499999999999
FOODS_1_042,FOODS,2015-12-23,0.637,0.98,1.0094,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_1_092,FOODS,2015-12-23,1.274,1.96,2.0188,6,100,0,Autumn,Wednesday,4.1,6,11.76,4.116
FOODS_1_143,FOODS,2015-12-23,1.3,2.0,2.06,12,100,0,Autumn,Wednesday,4.1,12,24.0,8.399999999999999
FOODS_1_194,FOODS,2015-12-23,3.1590000000000003,4.86,5.005800000000001,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_2_025,FOODS,2015-12-23,2.561,3.94,4.0582,1,100,0,Autumn,Wednesday,4.1,1,3.94,1.379
FOODS_2_075,FOODS,2015-12-23,1.547,2.38,2.4514,6,100,0,Autumn,Wednesday,4.1,6,14.28,4.997999999999999
FOODS_2_126,FOODS,2015-12-23,3.172,4.88,5.0264,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_2_176,FOODS,2015-12-23,1.833,2.82,2.9046,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_2_226,FOODS,2015-12-23,5.187,7.98,8.2194,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_2_276,FOODS,2015-12-23,2.223,3.42,3.5226,8,100,0,Autumn,Wednesday,4.1,8,27.36,9.576
FOODS_2_326,FOODS,2015-12-23,0.65,1.0,1.03,18,100,0,Autumn,Wednesday,4.1,18,18.0,6.3
FOODS_2_376,FOODS,2015-12-23,1.3,2.0,2.06,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_3_027,FOODS,2015-12-23,1.3,2.0,2.06,2,100,0,Autumn,Wednesday,4.1,2,4.0,1.4
FOODS_3_078,FOODS,2015-12-23,1.9305,2.97,3.0591000000000004,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_3_128,FOODS,2015-12-23,1.625,2.5,2.575,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_3_178,FOODS,2015-12-23,1.4170000000000003,2.18,2.2454,1,100,0,Autumn,Wednesday,4.1,1,2.18,0.7629999999999999
FOODS_3_228,FOODS,2015-12-23,1.092,1.68,1.7304,5,100,0,Autumn,Wednesday,4.1,5,8.4,2.9399999999999995
FOODS_3_278,FOODS,2015-12-23,0.65,1.0,1.03,2,100,0,Autumn,Wednesday,4.1,2,2.0,0.7
FOODS_3_328,FOODS,2015-12-23,2.522,3.88,3.9964,1,100,0,Autumn,Wednesday,4.1,1,3.88,1.358
FOODS_3_378,FOODS,2015-12-23,3.042,4.68,4.8204,1,100,0,Autumn,Wednesday,4.1,1,4.68,1.638
FOODS_3_428,FOODS,2015-12-23,1.287,1.98,2.0394,3,100,0,Autumn,Wednesday,4.1,3,5.9399999999999995,2.079
FOODS_3_478,FOODS,2015-12-23,1.131,1.74,1.7922,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_3_528,FOODS,2015-12-23,3.2370000000000005,4.98,5.1294,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
FOODS_3_578,FOODS,2015-12-23,1.9500000000000002,3.0,3.09,8,100,0,Autumn,Wednesday,4.1,8,24.0,8.399999999999999
FOODS_3_628,FOODS,2015-12-23,2.587,3.98,4.0994,5,100,0,Autumn,Wednesday,4.1,5,19.9,6.964999999999999
FOODS_3_678,FOODS,2015-12-23,3.2370000000000005,4.98,5.1294,4,100,0,Autumn,Wednesday,4.1,4,19.92,6.9719999999999995
FOODS_3_730,FOODS,2015-12-23,3.2370000000000005,4.98,5.1294,3,100,0,Autumn,Wednesday,4.1,3,14.940000000000001,5.228999999999999
FOODS_3_781,FOODS,2015-12-23,1.612,2.48,2.5544000000000002,1,100,0,Autumn,Wednesday,4.1,1,2.48,0.8679999999999999
HOBBIES_1_004,HOBBIES,2015-12-23,3.016,4.64,4.7791999999999994,1,100,0,Autumn,Wednesday,4.1,1,4.64,1.6239999999999997
HOBBIES_1_054,HOBBIES,2015-12-23,1.9305,2.97,3.0591000000000004,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
HOBBIES_1_108,HOBBIES,2015-12-23,8.437000000000001,12.98,13.3694,2,100,0,Autumn,Wednesday,4.1,2,25.96,9.085999999999999
HOBBIES_1_158,HOBBIES,2015-12-23,14.937000000000001,22.98,23.6694,2,100,0,Autumn,Wednesday,4.1,2,45.96,16.086
HOBBIES_1_210,HOBBIES,2015-12-23,3.5555,5.47,5.6341,1,100,0,Autumn,Wednesday,4.1,1,5.47,1.9144999999999999
HOBBIES_1_261,HOBBIES,2015-12-23,0.312,0.48,0.4944,0,100,0,Autumn,Wednesday,4.1,0,0.0,0.0
