Date,Weekly_Sales
2010-04-06,2102539.93
2010-04-06,958225.41
2010-04-06,516295.81
2010-04-06,1903290.58
2010-04-06,1396322.19
2010-04-06,586061.46
2010-04-06,1149234.96
2010-04-06,376184.88
2010-04-06,509183.22
2010-04-06,1615524.71
2010-04-06,764155.44
2010-04-06,1052429.03
2010-04-06,1514435.51
2010-04-06,337825.89
2010-04-06,458343.7
2010-04-06,2022705.22
2010-04-06,396968.8
2010-04-06,479195.02
2010-04-06,1566668.91
2010-04-06,588017.66
2010-04-06,471088.88
2010-04-06,1305068.1
2010-04-06,1519013.49
2010-04-06,1931406.28
2010-04-06,282351.82
2010-04-06,2363601.47
2010-04-06,285100.0
2010-04-06,1512207.95
2010-04-06,1857380.09
2010-04-06,1543678.02
2010-04-06,966187.51
2010-04-06,1095539.13
2010-04-06,1427624.5
2010-04-06,806012.48
2010-05-02,358496.14
2010-05-02,1652635.1
2010-05-02,536006.73
2010-05-02,467546.74
2010-05-02,1230596.8
2010-05-02,1364721.58
2010-05-02,1004137.09
2010-05-02,1507637.17
2010-05-02,1643690.9
2010-05-02,549505.55
2010-05-02,1388725.63
2010-05-02,647029.28
2010-05-02,1967220.53
2010-05-02,465108.52
2010-05-02,461622.22
2010-05-02,538634.46
2010-05-02,798593.88
2010-05-02,2401395.47
2010-05-02,281090.95
2010-05-02,2623469.95
2010-05-02,1672352.29
2010-05-02,652122.44
2010-05-02,2136989.46
2010-05-02,890689.51
2010-05-02,1874289.79
2010-05-02,477409.3
2010-05-02,1034119.21
2010-05-02,789036.02
2010-05-02,677231.63
2010-05-02,1469252.05
2010-05-02,1100046.37
2010-05-02,496725.44
2010-05-02,1033017.37
2010-05-02,956228.96
2010-05-02,2135143.87
2010-05-02,1086533.18
2010-05-02,274593.43
2010-05-02,1528008.64
2010-05-02,2193048.75
2010-05-02,543384.01
2010-05-02,1230613.5
2010-05-02,1087616.19
2010-05-02,1001943.8
2010-05-02,1205307.5
2010-05-02,317173.1
2010-05-03,1005669.58
2010-05-03,480203.43
2010-05-03,1495844.57
2010-05-03,1313729.72
2010-05-03,1162610.27
2010-05-03,1987090.09
2010-05-03,783300.05
2010-05-03,605325.43
2010-05-03,507297.88
2010-05-03,444181.85
2010-05-03,491419.55
2010-05-03,1608435.45
2010-05-03,2237544.75
2010-05-03,291484.89
2010-05-03,535087.91
2010-05-03,1426622.65
2010-05-03,472591.07
2010-05-03,1939980.43
2010-05-03,519255.68
2010-05-03,1311175.93
2010-05-03,1066566.74
2010-05-03,1179738.5
2010-05-03,1384870.51
2010-05-03,1077018.27
2010-05-03,881503.95
2010-05-03,918295.79
2010-05-03,1412387.37
2010-05-03,665750.06
2010-05-03,554972.42
2010-05-03,1601348.82
2010-05-03,777951.22
2010-05-03,1991013.13
2010-05-03,990152.28
2010-05-03,288855.71
2010-05-03,1009201.24
2010-05-03,284617.27
2010-05-03,2119213.72
2010-05-03,1063557.49
2010-05-03,747444.32
2010-05-03,415202.04
2010-05-03,1971057.44
2010-05-03,1266254.21
2010-05-03,658600.05
2010-05-03,1554806.68
2010-05-03,372239.89
2010-05-11,423175.56
2010-05-11,2184316.64
2010-05-11,1203119.96
2010-05-11,1832211.96
2010-05-11,1285358.01
2010-05-11,1501663.26
2010-05-11,764014.06
2010-05-11,325310.3
2010-05-11,1505442.15
2010-05-11,972292.31
2010-05-11,270516.84
2010-05-11,1939061.41
2010-05-11,968270.66
2010-05-11,1686010.02
2010-05-11,927266.34
2010-05-11,517869.97
2010-05-11,405860.37
2010-05-11,929690.71
2010-05-11,1435379.25
2010-05-11,1006888.16
2010-05-11,612987.64
2010-05-11,843755.12
2010-05-11,970224.51
2010-05-11,1293707.19
2010-05-11,565390.4
2010-05-11,818434.49
2010-05-11,1089530.94
2010-05-11,2078417.47
2010-05-11,1324455.72
2010-05-11,1854967.66
2010-05-11,719888.76
2010-05-11,484661.87
2010-05-11,521002.97
2010-05-11,1163878.49
2010-05-11,539683.42
2010-05-11,696314.53
2010-05-11,380870.09
2010-05-11,1551659.28
2010-05-11,1332759.13
2010-05-11,1063056.21
2010-05-11,246124.61
2010-05-11,605960.2
2010-05-11,2013115.79
2010-05-11,480512.44
2010-05-11,446905.02
2010-06-08,739279.19
2010-06-08,522815.45
2010-06-08,1907638.58
2010-06-08,1144552.09
2010-06-08,639651.24
2010-06-08,402635.76
2010-06-08,1908036.68
2010-06-08,1991909.98
2010-06-08,1180183.39
2010-06-08,967576.95
2010-06-08,1969121.45
2010-06-08,1409989.67
2010-06-08,1369634.92
2010-06-08,262789.95
2010-06-08,519787.93
2010-06-08,2219813.5
2010-06-08,1338132.72
2010-06-08,441407.06
2010-06-08,579544.21
2010-06-08,1949236.09
2010-06-08,1442819.28
2010-06-08,296804.49
2010-06-08,303043.02
2010-06-08,1523101.38
2010-06-08,987435.35
2010-06-08,1166117.85
2010-06-08,698536.06
2010-06-08,1352401.08
2010-06-08,1057295.87
2010-06-08,795301.17
2010-06-08,1417013.07
2010-06-08,586936.45
2010-06-08,893399.77
2010-06-08,1633241.59
2010-06-08,467442.94
2010-06-08,1605491.78
2010-06-08,1492060.89
2010-06-08,378574.44
2010-06-08,1910177.38
2010-06-08,1010326.14
2010-06-08,508576.62
2010-06-08,643854.17
2010-06-08,746517.32
2010-06-08,1125329.77
2010-06-08,699464.43
2010-07-05,744969.42
2010-07-05,2000626.14
2010-07-05,1175738.22
2010-07-05,1043240.27
2010-07-05,568497.35
2010-07-05,1921432.16
2010-07-05,1182099.88
2010-07-05,543234.77
2010-07-05,383657.44
2010-07-05,582846.22
2010-07-05,457883.94
2010-07-05,1009797.06
2010-07-05,691498.6
2010-07-05,1532893.22
2010-07-05,2370116.52
2010-07-05,285379.86
2010-07-05,916820.96
2010-07-05,1074479.73
2010-07-05,1355704.21
2010-07-05,953495.48
2010-07-05,403217.22
2010-07-05,1365552.28
2010-07-05,2042581.71
2010-07-05,333522.6
2010-07-05,2005478.46
2010-07-05,489372.02
2010-07-05,1222255.47
2010-07-05,724468.97
2010-07-05,812190.76
2010-07-05,1603955.12
2010-07-05,1052973.28
2010-07-05,1939458.84
2010-07-05,2137202.38
2010-07-05,399323.86
2010-07-05,395453.83
2010-07-05,1312329.78
2010-07-05,1619920.04
2010-07-05,843848.65
2010-07-05,1409705.03
2010-07-05,1566219.77
2010-07-05,326870.13
2010-07-05,1133657.58
2010-07-05,661348.88
2010-07-05,526128.61
2010-07-05,1381796.8
2010-08-10,351271.36
2010-08-10,1015051.62
2010-08-10,713332.54
2010-08-10,2060389.27
2010-08-10,480239.88
2010-08-10,2091663.2
2010-08-10,1871924.07
2010-08-10,442894.2
2010-08-10,524483.65
2010-08-10,1293472.8
2010-08-10,530059.06
2010-08-10,680579.49
2010-08-10,1951494.85
2010-08-10,1162042.24
2010-08-10,1107432.71
2010-08-10,266484.19
2010-08-10,1508239.93
2010-08-10,395107.35
2010-08-10,1772192.42
2010-08-10,1361944.94
2010-08-10,1334571.87
2010-08-10,1085483.44
2010-08-10,972405.38
2010-08-10,1849921.44
2010-08-10,599759.45
2010-08-10,1428960.72
2010-08-10,1001069.52
2010-08-10,591603.79
2010-08-10,505069.21
2010-08-10,1360317.9
2010-08-10,279524.44
2010-08-10,745782.1
2010-08-10,931710.67
2010-08-10,870349.86
2010-08-10,874615.32
2010-08-10,444351.61
2010-08-10,290494.85
2010-08-10,827738.06
2010-08-10,1707662.87
2010-08-10,1286598.59
2010-08-10,1300131.68
2010-08-10,1179851.68
2010-08-10,674283.86
2010-08-10,462080.47
2010-08-10,918335.68
2010-09-04,529384.31
2010-09-04,1545418.53
2010-09-04,1489613.32
2010-09-04,484263.25
2010-09-04,1395710.09
2010-09-04,634605.77
2010-09-04,1954689.21
2010-09-04,1379579.63
2010-09-04,1470308.32
2010-09-04,1174447.55
2010-09-04,1667181.82
2010-09-04,415870.28
2010-09-04,341630.46
2010-09-04,1955814.13
2010-09-04,1033171.07
2010-09-04,712647.97
2010-09-04,833782.7
2010-09-04,770228.02
2010-09-04,1095889.22
2010-09-04,424083.99
2010-09-04,919839.19
2010-09-04,2041069.37
2010-09-04,328020.49
2010-09-04,1022293.81
2010-09-04,950684.2
2010-09-04,2007796.26
2010-09-04,916033.92
2010-09-04,1327035.27
2010-09-04,693058.34
2010-09-04,257361.3
2010-09-04,2258781.28
2010-09-04,325201.05
2010-09-04,751181.4
2010-09-04,513327.55
2010-09-04,582552.26
2010-09-04,1082158.21
2010-09-04,453016.91
2010-09-04,1818452.72
2010-09-04,1264434.7
2010-09-04,569937.23
2010-09-04,1898321.33
2010-09-04,454800.96
2010-09-04,1382359.21
2010-09-04,1198014.97
2010-09-04,1041238.87
2010-09-07,343850.34
2010-09-07,943506.28
2010-09-07,1870843.9
2010-09-07,1077253.67
2010-09-07,1812208.22
2010-09-07,593462.34
2010-09-07,719591.13
2010-09-07,714677.47
2010-09-07,436293.4
2010-09-07,570069.48
2010-09-07,1330473.47
2010-09-07,291808.87
2010-09-07,1546074.18
2010-09-07,911210.81
2010-09-07,1340293.87
2010-09-07,845289.77
2010-09-07,1417535.78
2010-09-07,1122356.53
2010-09-07,1058250.91
2010-09-07,1268766.76
2010-09-07,1880902.62
2010-09-07,1690317.99
2010-09-07,485389.15
2010-09-07,691497.62
2010-09-07,787062.0
2010-09-07,471713.59
2010-09-07,2119163.01
2010-09-07,2107285.85
2010-09-07,836915.92
2010-09-07,280472.78
2010-09-07,1769793.37
2010-09-07,1315118.4
2010-09-07,1176079.59
2010-09-07,2236209.13
2010-09-07,1092654.26
2010-09-07,718748.33
2010-09-07,563449.43
2010-09-07,302423.93
2010-09-07,1665502.55
2010-09-07,502456.04
2010-09-07,1171391.41
2010-09-07,1280156.47
2010-09-07,349214.18
2010-09-07,614253.33
2010-09-07,1577541.24
2010-10-09,1507460.69
2010-10-09,655811.95
2010-10-09,1200888.28
2010-10-09,352260.97
2010-10-09,1042226.3
2010-10-09,641965.2
2010-10-09,2191767.76
2010-10-09,722120.04
2010-10-09,1913494.81
2010-10-09,1839128.83
2010-10-09,721460.22
2010-10-09,283455.13
2010-10-09,1246062.17
2010-10-09,537518.57
2010-10-09,2014954.79
2010-10-09,455162.92
2010-10-09,1474498.59
2010-10-09,491290.37
2010-10-09,1772143.94
2010-10-09,961685.98
2010-10-09,1011201.12
2010-10-09,967310.82
2010-10-09,1424225.44
2010-10-09,1308179.02
2010-10-09,831425.2
2010-10-09,272834.88
2010-10-09,510296.07
2010-10-09,1231428.46
2010-10-09,484835.2
2010-10-09,434471.38
2010-10-09,674055.81
2010-10-09,1172672.27
2010-10-09,932240.96
2010-10-09,1272842.85
2010-10-09,336227.69
2010-10-09,535769.32
2010-10-09,1865820.81
2010-10-09,1028635.39
2010-10-09,1720530.23
2010-10-09,589091.04
2010-10-09,903119.03
2010-10-09,1591453.39
2010-10-09,1279666.47
2010-10-09,306533.08
2010-10-09,924174.4
2010-10-12,847294.04
2010-10-12,1086661.02
2010-10-12,1630564.48
2010-10-12,1108580.19
2010-10-12,2461468.35
2010-10-12,278253.28
2010-10-12,1434908.13
2010-10-12,1799070.98
2010-10-12,618121.82
2010-10-12,943891.64
2010-10-12,1367202.84
2010-10-12,2139733.68
2010-10-12,962475.55
2010-10-12,2378726.55
2010-10-12,1593012.75
2010-10-12,352811.53
2010-10-12,598679.02
2010-10-12,253050.1
2010-10-12,1466164.49
2010-10-12,2600519.26
2010-10-12,1111215.72
2010-10-12,1416168.98
2010-10-12,713834.74
2010-10-12,2411790.21
2010-10-12,2302504.86
2010-10-12,1377322.73
2010-10-12,570103.64
2010-10-12,2752122.08
2010-10-12,1564516.43
2010-10-12,355965.23
2010-10-12,1475685.1
2010-10-12,511207.52
2010-10-12,1872365.99
2010-10-12,1002364.34
2010-10-12,964729.18
2010-10-12,404545.03
2010-10-12,1682614.26
2010-10-12,428631.91
2010-10-12,1121934.15
2010-10-12,467642.03
2010-10-12,599730.07
2010-10-12,1069061.63
2010-10-12,585175.24
2010-10-12,1834737.58
2010-10-12,1149612.04
2010-11-06,296641.91
2010-11-06,1061196.47
2010-11-06,498580.87
2010-11-06,737163.2
2010-11-06,1348995.17
2010-11-06,354828.65
2010-11-06,954681.56
2010-11-06,1827521.71
2010-11-06,296818.2
2010-11-06,1542561.09
2010-11-06,1410683.94
2010-11-06,481915.11
2010-11-06,467711.18
2010-11-06,2100489.79
2010-11-06,845252.21
2010-11-06,794698.77
2010-11-06,1873812.93
2010-11-06,1685652.35
2010-11-06,1073862.59
2010-11-06,914835.86
2010-11-06,619337.29
2010-11-06,522715.68
2010-11-06,1371405.33
2010-11-06,2025538.76
2010-11-06,1007574.67
2010-11-06,1160412.71
2010-11-06,535587.31
2010-11-06,1439432.06
2010-11-06,2249570.04
2010-11-06,1377092.33
2010-11-06,1173521.82
2010-11-06,1192074.09
2010-11-06,2037880.96
2010-11-06,445530.16
2010-11-06,540716.58
2010-11-06,355017.09
2010-11-06,684023.95
2010-11-06,1339570.85
2010-11-06,310800.79
2010-11-06,1217199.39
2010-11-06,784305.55
2010-11-06,1375458.21
2010-11-06,607218.6
2010-11-06,1016039.71
2010-11-06,1870619.23
2010-12-02,552677.48
2010-12-02,955338.29
2010-12-02,497374.57
2010-12-02,1380892.08
2010-12-02,420728.96
2010-12-02,1745362.72
2010-12-02,469563.7
2010-12-02,1606283.86
2010-12-02,682447.1
2010-12-02,2137809.5
2010-12-02,656988.64
2010-12-02,1574684.08
2010-12-02,1641957.44
2010-12-02,1543947.23
2010-12-02,583364.02
2010-12-02,342214.9
2010-12-02,1536549.95
2010-12-02,841951.91
2010-12-02,1117863.33
2010-12-02,1414107.1
2010-12-02,682918.99
2010-12-02,1015684.09
2010-12-02,575709.96
2010-12-02,1266229.07
2010-12-02,529852.7
2010-12-02,2188307.39
2010-12-02,1187880.7
2010-12-02,994801.4
2010-12-02,472044.28
2010-12-02,2030933.46
2010-12-02,1123566.12
2010-12-02,524104.92
2010-12-02,994610.99
2010-12-02,1558968.49
2010-12-02,1075656.34
2010-12-02,2176028.52
2010-12-02,294882.83
2010-12-02,529672.95
2010-12-02,1022571.25
2010-12-02,311825.7
2010-12-02,2109107.9
2010-12-02,809321.44
2010-12-02,1168815.31
2010-12-02,286857.13
2010-12-02,1704218.84
2010-12-03,1150344.39
2010-12-03,921247.88
2010-12-03,445393.74
2010-12-03,712312.89
2010-12-03,860336.16
2010-12-03,1840686.94
2010-12-03,1093319.37
2010-12-03,1138800.32
2010-12-03,1894324.09
2010-12-03,1244391.83
2010-12-03,588363.62
2010-12-03,1941346.13
2010-12-03,645386.94
2010-12-03,1558621.36
2010-12-03,963382.09
2010-12-03,297293.59
2010-12-03,763961.82
2010-12-03,1467889.2
2010-12-03,985594.23
2010-12-03,2156035.06
2010-12-03,967187.37
2010-12-03,1439541.59
2010-12-03,1366193.35
2010-12-03,480452.1
2010-12-03,342023.92
2010-12-03,513015.35
2010-12-03,519042.49
2010-12-03,2010974.84
2010-12-03,1309340.16
2010-12-03,1990483.78
2010-12-03,272190.83
2010-12-03,468189.93
2010-12-03,494145.8
2010-12-03,1925113.12
2010-12-03,312161.0
2010-12-03,1023997.71
2010-12-03,1326877.11
2010-12-03,899352.4
2010-12-03,1408082.96
2010-12-03,1331883.16
2010-12-03,384200.69
2010-12-03,604173.59
2010-12-03,441434.2
2010-12-03,660619.99
2010-12-03,765687.42
2010-12-11,735796.38
2010-12-11,855459.96
2010-12-11,517546.69
2010-12-11,1081322.12
2010-12-11,1490235.86
2010-12-11,1494479.49
2010-12-11,1141019.11
2010-12-11,1387953.75
2010-12-11,619639.74
2010-12-11,713250.08
2010-12-11,2092189.06
2010-12-11,1895901.59
2010-12-11,507584.29
2010-12-11,520846.68
2010-12-11,942475.24
2010-12-11,524450.7
2010-12-11,1828010.25
2010-12-11,1175326.23
2010-12-11,340147.2
2010-12-11,281909.79
2010-12-11,453632.76
2010-12-11,1352780.76
2010-12-11,595421.23
2010-12-11,588592.61
2010-12-11,971193.01
2010-12-11,1043698.64
2010-12-11,979730.78
2010-12-11,425804.8
2010-12-11,1281675.6
2010-12-11,911538.98
2010-12-11,935481.32
2010-12-11,386635.03
2010-12-11,1939964.63
2010-12-11,431266.64
2010-12-11,272803.94
2010-12-11,1495536.46
2010-12-11,765648.93
2010-12-11,1916812.74
2010-12-11,1291398.71
2010-12-11,870914.69
2010-12-11,2187765.28
2010-12-11,1266460.45
2010-12-11,1999794.26
2010-12-11,1312877.01
2010-12-11,301827.36
2011-01-04,951588.37
2011-01-04,732056.37
2011-01-04,1305950.22
2011-01-04,1182694.95
2011-01-04,795859.23
2011-01-04,938083.17
2011-01-04,1163803.3
2011-01-04,1927993.09
2011-01-04,1051121.02
2011-01-04,1316849.36
2011-01-04,1900246.47
2011-01-04,513409.67
2011-01-04,1864238.64
2011-01-04,1005463.49
2011-01-04,534578.78
2011-01-04,1258674.12
2011-01-04,1628868.28
2011-01-04,382098.13
2011-01-04,1336838.41
2011-01-04,611585.54
2011-01-04,508432.17
2011-01-04,374556.08
2011-01-04,314316.55
2011-01-04,841889.08
2011-01-04,475615.26
2011-01-04,1869110.55
2011-01-04,1344890.73
2011-01-04,542556.05
2011-01-04,1800171.36
2011-01-04,878762.3
2011-01-04,884233.67
2011-01-04,618377.79
2011-01-04,712425.76
2011-01-04,1827733.18
2011-01-04,1459276.77
2011-01-04,762620.94
2011-01-04,1495064.75
2011-01-04,849231.61
2011-01-04,385672.11
2011-01-04,1179125.48
2011-01-04,232769.09
2011-01-04,437926.79
2011-01-04,281514.26
2011-01-04,459756.11
2011-01-04,520962.14
2011-01-07,961993.34
2011-01-07,1087051.26
2011-01-07,567114.6
2011-01-07,1048866.3
2011-01-07,327093.89
2011-01-07,1297472.06
2011-01-07,784639.12
2011-01-07,537064.03
2011-01-07,1199845.29
2011-01-07,1429829.36
2011-01-07,1751369.75
2011-01-07,1694551.15
2011-01-07,226702.36
2011-01-07,517021.3
2011-01-07,387334.04
2011-01-07,1371889.27
2011-01-07,1462731.93
2011-01-07,911106.22
2011-01-07,1492507.44
2011-01-07,706206.86
2011-01-07,1488538.09
2011-01-07,1077491.68
2011-01-07,1070119.09
2011-01-07,315273.08
2011-01-07,674669.16
2011-01-07,1866243.0
2011-01-07,1949983.93
2011-01-07,354270.77
2011-01-07,428782.38
2011-01-07,2053165.41
2011-01-07,608737.56
2011-01-07,791495.25
2011-01-07,2074668.19
2011-01-07,1319054.57
2011-01-07,940554.34
2011-01-07,368962.72
2011-01-07,704344.21
2011-01-07,506343.83
2011-01-07,874453.88
2011-01-07,2048035.74
2011-01-07,1333347.78
2011-01-07,2051533.53
2011-01-07,883683.35
2011-01-07,586781.78
2011-01-07,1445596.61
2011-02-09,350276.29
2011-02-09,592355.24
2011-02-09,530367.83
2011-02-09,580805.33
2011-02-09,2078420.31
2011-02-09,416953.51
2011-02-09,726482.39
2011-02-09,1550229.22
2011-02-09,309543.52
2011-02-09,1809119.7
2011-02-09,594224.9
2011-02-09,2141765.98
2011-02-09,1481618.74
2011-02-09,537124.76
2011-02-09,1283849.38
2011-02-09,1609951.02
2011-02-09,705557.8
2011-02-09,957298.26
2011-02-09,315645.53
2011-02-09,1465089.85
2011-02-09,375988.69
2011-02-09,891387.14
2011-02-09,912762.76
2011-02-09,1464295.69
2011-02-09,847380.07
2011-02-09,1468871.49
2011-02-09,1758587.35
2011-02-09,1750891.47
2011-02-09,369722.32
2011-02-09,239198.36
2011-02-09,1297792.41
2011-02-09,1511717.53
2011-02-09,649159.68
2011-02-09,1953628.82
2011-02-09,544643.33
2011-02-09,926455.64
2011-02-09,1040143.14
2011-02-09,540922.94
2011-02-09,813486.55
2011-02-09,497085.91
2011-02-09,1052051.45
2011-02-09,699779.0
2011-02-09,1196105.44
2011-02-09,1385769.03
2011-02-09,1152117.5
2011-02-12,1484708.38
2011-02-12,945267.68
2011-02-12,1292436.23
2011-02-12,472511.32
2011-02-12,579874.22
2011-02-12,1071383.1
2011-02-12,1552886.59
2011-02-12,2298776.83
2011-02-12,511883.36
2011-02-12,1368130.35
2011-02-12,2143080.57
2011-02-12,1806924.74
2011-02-12,585028.26
2011-02-12,1954952.0
2011-02-12,1012498.49
2011-02-12,699028.66
2011-02-12,284309.34
2011-02-12,1584083.95
2011-02-12,878314.57
2011-02-12,1335647.1
2011-02-12,875699.81
2011-02-12,2051315.66
2011-02-12,986601.46
2011-02-12,903606.03
2011-02-12,220060.35
2011-02-12,1188047.61
2011-02-12,530492.84
2011-02-12,1167621.14
2011-02-12,293350.51
2011-02-12,591907.88
2011-02-12,988742.08
2011-02-12,527117.81
2011-02-12,1688531.34
2011-02-12,613115.21
2011-02-12,2180999.26
2011-02-12,411252.02
2011-02-12,1179773.88
2011-02-12,1632894.58
2011-02-12,2068097.18
2011-02-12,412385.75
2011-02-12,793184.25
2011-02-12,1399322.44
2011-02-12,1059676.62
2011-02-12,1388809.43
2011-02-12,376225.61
2011-03-06,1167757.0
2011-03-06,1125169.92
2011-03-06,432808.48
2011-03-06,373703.95
2011-03-06,877423.45
2011-03-06,737551.74
2011-03-06,1054454.4
2011-03-06,1297584.95
2011-03-06,955466.84
2011-03-06,500381.23
2011-03-06,1430348.1
2011-03-06,1075687.74
2011-03-06,2053708.01
2011-03-06,947229.24
2011-03-06,396826.06
2011-03-06,1554837.62
2011-03-06,598251.57
2011-03-06,545109.3
2011-03-06,243477.03
2011-03-06,630972.15
2011-03-06,1403779.25
2011-03-06,2182246.69
2011-03-06,1541745.59
2011-03-06,308950.04
2011-03-06,773878.58
2011-03-06,1562161.97
2011-03-06,329183.92
2011-03-06,2065377.15
2011-03-06,1178039.0
2011-03-06,587004.29
2011-03-06,2079899.47
2011-03-06,1635078.41
2011-03-06,542295.37
2011-03-06,1933756.21
2011-03-06,929222.16
2011-03-06,1792210.89
2011-03-06,695396.19
2011-03-06,970328.68
